Date,New visitors SEO,New visitors CPC,New visitors Social Media,Return visitors,Twitter mentions,Twitter follower adds,Twitter followers cumulative,Mailing list adds ,Mailing list cumulative,Website Pageviews,Website Visits,Website Unique Visits,Mobile uniques,Tablet uniques,Desktop uniques,Free sign up,Paid conversion,Events
4/6/2016,49328,8072,8072,24216,7,12,3263,9,6949,717501,89688,89688,19731,13453,56503,152469,24395,
4/7/2016,32934,5389,5389,16168,1,12,3275,13,6962,718563,119760,59880,13174,8982,37725,107784,19401,
4/8/2016,18847,3084,3084,9252,0,7,3282,20,6982,719624,102803,34268,7539,5140,21589,58255,8738,
4/9/2016,22021,3603,3603,10810,6,10,3292,16,6998,720685,120114,40038,8808,6006,25224,60057,9009,
4/10/2016,22053,3609,3609,10826,7,10,3302,13,7011,721746,120291,40097,8821,6015,25261,68165,12270,
4/11/2016,16564,2711,2711,8132,5,12,3314,18,7029,722807,90351,30117,6626,4518,18974,54211,9216,
4/12/2016,56875,9307,9307,27921,3,9,3323,10,7039,723868,103410,103410,22750,15511,65148,165456,28127,
4/13/2016,56959,9321,9321,27962,2,10,3333,19,7058,724930,103561,103561,22783,15534,65244,155342,27962,
4/14/2016,49912,8167,8167,24502,8,11,3344,17,7075,725991,90749,90749,19965,13612,57172,154273,26226,
4/15/2016,24992,4090,4090,12269,1,5,3349,8,7083,727052,90881,45441,9997,6816,28628,72705,12360,
4/16/2016,22248,3641,3641,10922,0,6,3355,19,7102,728113,121352,40451,8899,6068,25484,64721,10355,
4/17/2016,33420,5469,5469,16406,6,5,3360,14,7116,729174,121529,60765,13368,9115,38282,91147,13672,
4/18/2016,66938,10954,10954,32861,1,10,3370,12,7128,730235,121706,121706,26775,18256,76675,206900,31035,
4/19/2016,57459,9402,9402,28207,2,7,3377,11,7139,731296,104471,104471,22984,15671,65817,177601,30192,
4/20/2016,28771,4708,4708,14124,2,12,3389,20,7159,732358,104623,52311,11508,7847,32956,78467,12555,
4/21/2016,19209,3143,3143,9430,4,9,3398,9,7168,733419,104774,34925,7683,5239,22003,52387,8906,
4/22/2016,67327,11017,11017,33052,7,5,3403,14,7182,734480,122413,122413,26931,18362,77120,195861,33296,
4/23/2016,25284,4137,4137,12412,1,10,3413,14,7196,735541,91943,45971,10114,6896,28962,78151,12504,
4/24/2016,50641,8287,8287,24860,6,7,3420,20,7216,736602,92075,92075,20257,13811,58007,165736,24860,
4/25/2016,28980,4742,4742,14226,4,8,3428,16,7232,737663,105380,52690,11592,7904,33195,89573,13436,
4/26/2016,29021,4749,4749,14247,2,8,3436,12,7244,738725,105532,52766,11609,7915,33243,84426,12664,
4/27/2016,19375,3171,3171,9512,0,7,3443,9,7253,739786,105684,35228,7750,5284,22194,52842,9512,
4/28/2016,67911,11113,11113,33338,0,7,3450,13,7266,740847,123474,123474,27164,18521,77789,185212,33338,
4/29/2016,51006,8346,8346,25039,0,7,3457,19,7285,741908,92739,92739,20402,13911,58425,166929,30047,
4/30/2016,34053,5572,5572,16717,5,9,3466,18,7303,742969,123828,61914,13621,9287,39006,105254,16841,
5/1/2016,34101,5580,5580,16741,0,10,3476,13,7316,744030,124005,62003,13641,9300,39062,93004,16741,
5/2/2016,22767,3725,3725,11176,5,10,3486,9,7325,745092,124182,41394,9107,6209,26078,66230,9935,
5/3/2016,34199,5596,5596,16788,4,5,3491,19,7344,746153,124359,62179,13679,9327,39173,111923,16788,
5/4/2016,68495,11208,11208,33625,4,7,3498,13,7357,747214,124536,124536,27398,18680,78457,211711,33874,
5/5/2016,29397,4810,4810,14431,7,5,3503,17,7374,748275,106896,53448,11759,8017,33672,80172,13629,
5/6/2016,25758,4215,4215,12645,5,12,3515,13,7387,749336,93667,46834,10303,7025,29505,79617,13535,
5/7/2016,19653,3216,3216,9648,4,5,3520,19,7406,750397,107200,35733,7861,5360,22512,53600,9112,
5/8/2016,59043,9662,9662,28985,2,10,3530,13,7419,751459,107351,107351,23617,16103,67631,171762,27482,
5/9/2016,29563,4838,4838,14513,6,9,3539,13,7432,752520,107503,53751,11825,8063,33863,80627,13707,
5/10/2016,25904,4239,4239,12717,1,8,3547,14,7446,753581,94198,47099,10362,7065,29672,84778,13564,
5/11/2016,25941,4245,4245,12735,5,11,3558,20,7466,754642,94330,47165,10376,7075,29714,70748,10612,
5/12/2016,23091,3779,3779,11336,2,5,3563,10,7476,755703,125951,41984,9236,6298,26450,71372,10706,
5/13/2016,19820,3243,3243,9730,8,12,3575,18,7494,756764,108109,36036,7928,5405,22703,54055,9730,
5/14/2016,19848,3248,3248,9743,7,10,3585,19,7513,757825,108261,36087,7939,5413,22735,64956,10393,
5/15/2016,34782,5692,5692,17075,5,10,3595,20,7533,758887,126481,63241,13913,9486,39842,94861,16126,
5/16/2016,17415,2850,2850,8549,1,9,3604,10,7543,759948,94993,31664,6966,4750,19949,47497,7599,
5/17/2016,59794,9784,9784,29353,5,6,3610,15,7558,761009,108716,108716,23917,16307,68491,184816,31419,
5/18/2016,34928,5716,5716,17147,4,7,3617,8,7566,762070,127012,63506,13971,9526,40009,114311,19433,
5/19/2016,23318,3816,3816,11447,1,9,3626,13,7579,763131,127189,42396,9327,6359,26710,67834,12210,
5/20/2016,20015,3275,3275,9825,6,8,3634,11,7590,764192,109170,36390,8006,5459,22926,65502,11135,
5/21/2016,26306,4305,4305,12914,3,12,3646,9,7599,765254,95657,47828,10522,7174,30132,86091,12914,
5/22/2016,60210,9853,9853,29558,0,7,3653,13,7612,766315,109474,109474,24084,16421,68968,175158,26274,
5/23/2016,17586,2878,2878,8633,6,5,3658,16,7628,767376,95922,31974,7034,4796,20144,51158,7674,
5/24/2016,17610,2882,2882,8645,3,9,3667,18,7646,768437,96055,32018,7044,4803,20171,48027,7204,
5/25/2016,26452,4328,4328,12985,6,8,3675,9,7655,769498,96187,48094,10581,7214,30299,86569,14717,
5/26/2016,60544,9907,9907,29722,8,9,3684,15,7670,770559,110080,110080,24218,16512,69350,198144,35666,
5/27/2016,30314,4960,4960,14881,8,10,3694,16,7686,771621,110232,55116,12125,8267,34723,88185,14991,
5/28/2016,23610,3863,3863,11590,5,10,3704,20,7706,772682,128780,42927,9444,6439,27044,72975,11676,
5/29/2016,60794,9948,9948,29844,0,6,3710,18,7724,773743,110535,110535,24318,16580,69637,187909,33824,
5/30/2016,53268,8717,8717,26150,3,9,3719,20,7744,774804,96851,96851,21307,14528,61016,174331,29636,
5/31/2016,35560,5819,5819,17457,3,10,3729,15,7759,775865,129311,64655,14224,9698,40733,96983,14547,
6/1/2016,17805,2913,2913,8740,0,8,3737,11,7770,776926,97116,32372,7122,4856,20394,51795,8287,
6/2/2016,20376,3334,3334,10003,7,10,3747,16,7786,777988,111141,37047,8150,5557,23340,66685,11336,
6/3/2016,35706,5843,5843,17529,7,6,3753,9,7795,779049,129841,64921,14283,9738,40900,110365,16555,
6/4/2016,30647,5015,5015,15045,8,7,3760,20,7815,780110,111444,55722,12259,8358,35105,83583,12537,
6/5/2016,26853,4394,4394,13182,2,6,3766,12,7827,781171,97646,48823,10741,7323,30759,87882,13182,
6/6/2016,61461,10057,10057,30172,8,12,3778,20,7847,782232,111747,111747,24584,16762,70401,189971,32295,
6/7/2016,71802,11749,11749,35248,3,10,3788,8,7855,783293,130549,130549,28721,19582,82246,195823,29374,
6/8/2016,20543,3362,3362,10085,0,5,3793,14,7869,784355,112051,37350,8217,5603,23531,56025,10085,
6/9/2016,23999,3927,3927,11781,5,11,3804,20,7889,785416,130903,43634,9600,6545,27490,65451,11781,
6/10/2016,20598,3371,3371,10112,6,8,3812,10,7899,786477,112354,37451,8239,5618,23594,63667,10187,
6/11/2016,54143,8860,8860,26579,3,11,3823,14,7913,787538,98442,98442,21657,14766,62019,167352,28450,
6/12/2016,18072,2957,2957,8872,2,6,3829,13,7926,788599,98575,32858,7229,4929,20701,49287,7886,
6/13/2016,27145,4442,4442,13326,8,9,3838,15,7941,789660,98708,49354,10858,7403,31093,83901,12585,
6/14/2016,27181,4448,4448,13343,8,9,3847,19,7960,790721,98840,49420,10872,7413,31135,88956,16012,
6/15/2016,72580,11877,11877,35630,3,7,3854,17,7977,791783,131964,131964,29032,19795,83137,197946,29692,
6/16/2016,72677,11893,11893,35678,2,5,3859,20,7997,792844,132141,132141,29071,19821,83249,198211,29732,
6/17/2016,36387,5954,5954,17863,4,8,3867,15,8012,793905,132317,66159,14555,9924,41680,105854,17995,
6/18/2016,24291,3975,3975,11924,3,6,3873,16,8028,794966,132494,44165,9716,6625,27824,66247,11924,
6/19/2016,36485,5970,5970,17911,2,8,3881,11,8039,796027,132671,66336,14594,9950,41791,119404,19105,
6/20/2016,54800,8967,8967,26902,6,10,3891,15,8054,797088,99636,99636,21920,14945,62771,159418,25507,
6/21/2016,18291,2993,2993,8979,8,5,3896,19,8073,798150,99769,33256,7316,4988,20951,59861,10176,
6/22/2016,62795,10276,10276,30827,0,8,3904,20,8093,799211,114173,114173,25118,17126,71929,182677,27402,
6/23/2016,36679,6002,6002,18006,8,12,3916,17,8110,800272,133379,66689,14672,10003,42014,100034,17006,
6/24/2016,20987,3434,3434,10303,5,5,3921,15,8125,801333,114476,38159,8395,5724,24040,68686,10303,
6/25/2016,36776,6018,6018,18054,6,9,3930,10,8135,802394,133732,66866,14711,10030,42126,120359,19257,
6/26/2016,73650,12052,12052,36155,3,6,3936,14,8149,803455,133909,133909,29460,20086,84363,227646,34147,
6/27/2016,31606,5172,5172,15516,7,5,3941,12,8161,804517,114931,57465,12642,8620,36203,97691,16608,
6/28/2016,36922,6042,6042,18125,6,5,3946,13,8174,805578,134263,67131,14769,10070,42293,114124,18260,
6/29/2016,18485,3025,3025,9075,6,7,3953,16,8190,806639,100830,33610,7394,5041,21174,50415,8571,
6/30/2016,37020,6058,6058,18173,5,6,3959,10,8200,807700,134617,67308,14808,10096,42404,107693,18308,
7/1/2016,55602,9099,9099,27296,8,8,3967,16,8216,808761,101095,101095,22241,15164,63690,181971,27296,
7/2/2016,37117,6074,6074,18221,1,8,3975,8,8224,809822,134970,67485,14847,10123,42516,107976,17276,
7/3/2016,74331,12163,12163,36490,8,8,3983,14,8238,810884,135147,135147,29732,20272,85143,243265,43788,
7/4/2016,74428,12179,12179,36538,5,5,3988,18,8256,811945,135324,135324,29771,20299,85254,216519,32478,
7/5/2016,55894,9146,9146,27439,2,8,3996,8,8264,813006,101626,101626,22358,15244,64024,162601,29268,
7/6/2016,21321,3489,3489,10467,1,5,4001,10,8274,814067,116295,38765,8528,5815,24422,65901,11862,
7/7/2016,21349,3493,3493,10480,6,8,4009,18,8292,815128,116447,38816,8539,5822,24454,58223,10480,
7/8/2016,18704,3061,3061,9182,8,6,4015,16,8308,816189,102024,34008,7482,5101,21425,57813,8672,
7/9/2016,32106,5254,5254,15761,0,12,4027,16,8324,817251,116750,58375,12843,8756,36776,105075,16812,
7/10/2016,56259,9206,9206,27618,5,11,4038,13,8337,818312,102289,102289,22504,15343,64442,173891,26084,
7/11/2016,21460,3512,3512,10535,1,10,4048,19,8356,819373,117053,39018,8584,5853,24581,66330,11939,
7/12/2016,28129,8790,4102,17581,4,14,4062,22,8378,820434,117205,58602,14651,8790,35161,111345,20042,2016 CPC campaign
7/13/2016,16427,5133,2396,10267,6,10,4072,25,8403,821357,102670,34223,8556,5133,20534,71869,12936,2016 CPC campaign
7/14/2016,14618,4568,2132,9136,5,10,4082,24,8427,822279,91364,30455,7614,4568,18273,63955,12151,2016 CPC campaign
7/15/2016,13171,4116,1921,8232,4,10,4092,13,8440,823202,82320,27440,6860,4116,16464,54880,10427,2016 CPC campaign
7/16/2016,21977,6868,3205,13735,6,12,4104,14,8454,824124,137354,45785,11446,6868,27471,77834,13232,2016 CPC campaign
7/17/2016,19801,6188,2888,12376,3,11,4115,17,8471,825047,82505,41252,10313,6188,24751,90755,17243,2016 CPC campaign
7/18/2016,39647,12390,5782,24779,3,13,4128,21,8492,825969,82597,82597,20649,12390,49558,140415,26679,2016 CPC campaign
7/19/2016,24807,7752,3618,15504,6,14,4142,14,8506,826892,103361,51681,12920,7752,31008,113698,19329,2016 CPC campaign
7/20/2016,26490,8278,3863,16556,6,12,4154,24,8530,827814,165563,55188,13797,8278,33113,115894,22020,2016 CPC campaign
7/21/2016,22100,6906,3223,13812,2,15,4169,17,8547,828737,138123,46041,11510,6906,27625,78270,14089,2016 CPC campaign
7/22/2016,66373,20741,9679,41483,2,10,4179,23,8570,829659,138277,138277,34569,20741,82966,235070,44663,2016 CPC campaign
7/23/2016,26579,8306,3876,16612,6,13,4192,18,8588,830582,166116,55372,13843,8306,33223,110744,21041,2016 CPC campaign
7/24/2016,66520,20788,9701,41575,5,15,4207,22,8610,831504,138584,138584,34646,20788,83150,235593,40051,2016 CPC campaign
7/25/2016,13319,4162,1942,8324,6,10,4217,15,8625,832427,83243,27748,6937,4162,16649,61045,10378,2016 CPC campaign
7/26/2016,80002,25000,11667,50001,2,15,4232,20,8645,833349,166670,166670,41667,25000,100002,366674,62335,2016 CPC campaign
7/27/2016,25028,7821,3650,15643,3,14,4246,19,8664,834272,104284,52142,13035,7821,31285,109498,20805,2016 CPC campaign
7/28/2016,16704,5220,2436,10440,5,11,4257,16,8680,835195,104399,34800,8700,5220,20880,69600,13224,2016 CPC campaign
7/29/2016,20067,6271,2926,12542,3,11,4268,15,8695,836117,83612,41806,10451,6271,25084,71070,12082,2016 CPC campaign
7/30/2016,40178,12556,5859,25111,4,11,4279,23,8718,837040,167408,83704,20926,12556,50222,184149,31305,2016 CPC campaign
7/31/2016,13407,4190,1955,8380,5,10,4289,18,8736,837962,83796,27932,6983,4190,16759,53071,9022,2016 CPC campaign
8/1/2016,33555,10486,4893,20972,4,13,4302,24,8760,838885,139814,69907,17477,10486,41944,132823,25236,2016 CPC campaign
8/2/2016,40311,12597,5879,25194,6,10,4312,13,8773,839807,167961,83981,20995,12597,50388,176360,33508,2016 CPC campaign
8/3/2016,44839,14012,6539,28024,3,10,4322,17,8790,840730,93414,93414,23354,14012,56049,177487,31948,2016 CPC campaign
8/4/2016,19238,6012,2806,12024,6,10,4332,23,8813,841652,120236,40079,10020,6012,24047,76149,13707,2016 CPC campaign
8/5/2016,33703,10532,4915,21064,4,13,4345,15,8828,842575,140429,70215,17554,10532,42129,133408,22679,2016 CPC campaign
8/6/2016,19280,6025,2812,12050,4,10,4355,14,8842,843497,120500,40167,10042,6025,24100,72300,12291,2016 CPC campaign
8/7/2016,57903,18095,8444,36189,6,10,4365,21,8863,844420,120631,120631,30158,18095,72379,241263,41015,2016 CPC campaign
8/8/2016,22542,7045,3287,14089,4,13,4378,19,8882,845342,93927,46963,11741,7045,28178,98623,16766,2016 CPC campaign
8/9/2016,22567,7052,3291,14104,4,15,4393,19,8901,846265,94029,47015,11754,7052,28209,94029,15985,2016 CPC campaign
8/10/2016,58093,18154,8472,36308,4,15,4408,23,8924,847187,121027,121027,30257,18154,72616,229951,43691,2016 CPC campaign
8/11/2016,29078,9087,4241,18174,3,12,4420,21,8945,848110,121159,60579,15145,9087,36348,121159,20597,2016 CPC campaign
8/12/2016,81507,25471,11886,50942,6,12,4432,20,8965,849032,169806,169806,42452,25471,101884,322632,61300,2016 CPC campaign
8/13/2016,50997,15937,7437,31873,2,11,4443,18,8983,849955,106244,106244,26561,15937,63747,223113,37929,2016 CPC campaign
8/14/2016,19449,6078,2836,12155,5,14,4457,17,9000,850878,121554,40518,10129,6078,24311,85088,15316,2016 CPC campaign
8/15/2016,25554,7986,3727,15971,4,12,4469,20,9020,851800,106475,53238,13309,7986,31943,111799,19006,2016 CPC campaign
8/16/2016,20465,6395,2985,12791,4,10,4479,24,9044,852723,85272,42636,10659,6395,25582,72481,13047,2016 CPC campaign
8/17/2016,17073,5335,2490,10671,6,10,4489,14,9058,853645,106706,35569,8892,5335,21341,74694,14192,2016 CPC campaign
8/18/2016,22788,7121,3323,14243,4,13,4502,13,9071,854568,94952,47476,11869,7121,28486,85457,16237,2016 CPC campaign
8/19/2016,20532,6416,2994,12832,3,12,4514,21,9092,855490,85549,42775,10694,6416,25665,72717,13089,2016 CPC campaign
8/20/2016,15225,4758,2220,9516,6,14,4528,13,9105,856413,95157,31719,7930,4758,19031,69782,12561,2016 CPC campaign
8/21/2016,15242,4763,2223,9526,3,15,4543,14,9119,857335,95259,31753,7938,4763,19052,66682,11336,2016 CPC campaign
8/22/2016,25748,8046,3755,16092,6,14,4557,15,9134,858258,107282,53641,13410,8046,32185,101918,18345,2016 CPC campaign
8/23/2016,13747,4296,2005,8592,6,14,4571,22,9156,859180,85918,28639,7160,4296,17184,51551,9795,2016 CPC campaign
8/24/2016,41285,12902,6021,25803,3,10,4581,13,9169,860103,86010,86010,21503,12902,51606,172021,30964,2016 CPC campaign
8/25/2016,82658,25831,12054,51662,3,14,4595,13,9182,861025,172205,172205,43051,25831,103323,292749,55622,2016 CPC campaign
8/26/2016,25858,8081,3771,16162,4,10,4605,12,9194,861948,107743,53872,13468,8081,32323,91582,17401,2016 CPC campaign
8/27/2016,41418,12943,6040,25886,4,11,4616,23,9217,862870,172574,86287,21572,12943,51772,189832,36068,2016 CPC campaign
8/28/2016,34552,10797,5039,21595,3,14,4630,12,9229,863793,143965,71983,17996,10797,43190,136767,23250,2016 CPC campaign
8/29/2016,41506,12971,6053,25941,6,12,4642,16,9245,864716,86472,86472,21618,12971,51883,164296,31216,2016 CPC campaign
8/30/2016,51938,16231,7574,32461,3,15,4657,19,9264,865638,108205,108205,27051,16231,64923,194769,37006,2016 CPC campaign
8/31/2016,29711,9285,4333,18569,6,11,4668,15,9279,866561,123794,61897,15474,9285,37138,111415,18941,2016 CPC campaign
9/1/2016,41639,13012,6072,26024,6,15,4683,24,9303,867483,173497,86748,21687,13012,52049,164822,28020,2016 CPC campaign
9/2/2016,23157,7237,3377,14473,2,13,4696,12,9315,868406,144734,48245,12061,7237,28947,96490,17368,2016 CPC campaign
9/3/2016,29806,9314,4347,18628,6,13,4709,22,9337,869328,124190,62095,15524,9314,37257,105561,19001,2016 CPC campaign
9/4/2016,41772,13054,6092,26108,2,11,4720,19,9356,870251,87025,87025,21756,13054,52215,174050,29589,2016 CPC campaign
9/5/2016,59738,18668,8712,37336,3,12,4732,19,9375,871173,124453,124453,31113,18668,74672,248907,47292,2016 CPC campaign
9/6/2016,20930,6541,3052,13081,2,10,4742,17,9392,872096,87210,43605,10901,6541,26163,95931,16308,2016 CPC campaign
9/7/2016,13968,4365,2037,8730,4,12,4754,21,9413,873018,87302,29101,7275,4365,17460,55291,9399,2016 CPC campaign
9/8/2016,15537,4855,2266,9710,2,14,4768,15,9428,873941,97105,32368,8092,4855,19421,64736,11653,2016 CPC campaign
9/9/2016,17497,5468,2552,10936,4,15,4783,25,9453,874863,109358,36453,9113,5468,21872,69260,13159,2016 CPC campaign
9/10/2016,14013,4379,2044,8758,3,10,4793,23,9476,875786,87579,29193,7298,4379,17516,55466,10539,2016 CPC campaign
9/11/2016,42082,13151,6137,26301,4,15,4808,25,9501,876708,175342,87671,21918,13151,52603,157808,28405,2016 CPC campaign
9/12/2016,20060,6269,2925,12538,6,11,4819,19,9520,877631,125376,41792,10448,6269,25075,71046,12788,2016 CPC campaign
9/13/2016,28114,8786,4100,17571,5,10,4829,21,9541,878554,175711,58570,14643,8786,35142,105426,18977,2016 CPC campaign
9/14/2016,15635,4886,2280,9772,2,14,4843,15,9556,879476,97720,32573,8143,4886,19544,71661,12899,2016 CPC campaign
9/15/2016,17608,5502,2568,11005,5,13,4856,20,9576,880399,110050,36683,9171,5502,22010,62362,10601,2016 CPC campaign
9/16/2016,70506,22033,10282,44066,4,11,4867,16,9592,881321,146887,146887,36722,22033,88132,323151,61399,2016 CPC campaign
9/17/2016,15684,4901,2287,9803,6,14,4881,23,9615,882244,98027,32676,8169,4901,19605,55549,10554,2016 CPC campaign
9/18/2016,26495,8280,3864,16559,6,11,4892,14,9629,883166,110396,55198,13799,8280,33119,110396,18767,2016 CPC campaign
9/19/2016,21218,6631,3094,13261,4,13,4905,12,9641,884089,88409,44204,11051,6631,26523,92829,17638,2016 CPC campaign
9/20/2016,35400,11063,5163,22125,6,14,4919,13,9654,885011,147502,73751,18438,11063,44251,140127,26624,2016 CPC campaign
9/21/2016,15750,4922,2297,9844,3,13,4932,25,9679,885934,98437,32812,8203,4922,19687,62343,11845,2016 CPC campaign
9/22/2016,26606,8314,3880,16629,3,11,4943,13,9692,886856,110857,55429,13857,8314,33257,105314,18957,2016 CPC campaign
9/23/2016,42613,13317,6214,26633,2,15,4958,18,9710,887779,177556,88778,22194,13317,53267,177556,31960,2016 CPC campaign
9/24/2016,35548,11109,5184,22218,4,15,4973,21,9731,888701,148117,74058,18515,11109,44435,140711,25328,2016 CPC campaign
9/25/2016,85404,26689,12455,53377,2,11,4984,22,9753,889624,177925,177925,44481,26689,106755,320265,57648,2016 CPC campaign
9/26/2016,17811,5566,2597,11132,4,11,4995,18,9771,890546,111318,37106,9277,5566,22264,63080,11354,2016 CPC campaign
9/27/2016,53488,16715,7800,33430,3,10,5005,19,9790,891469,111434,111434,27858,16715,66860,189437,32204,2016 CPC campaign
9/28/2016,42835,13386,6247,26772,3,13,5018,20,9810,892391,178478,89239,22310,13386,53543,187402,33732,2016 CPC campaign
9/29/2016,23822,7444,3474,14889,4,11,5029,19,9829,893314,148886,49629,12407,7444,29777,94294,16973,2016 CPC campaign
9/30/2016,35769,11178,5216,22356,6,10,5039,18,9847,894237,149039,74520,18630,11178,44712,134135,25486,2016 CPC campaign
10/1/2016,23871,7460,3481,14919,6,13,5052,21,9868,895159,149193,49731,12433,7460,29839,99462,17903,2016 CPC campaign
10/2/2016,20482,6401,2987,12801,6,13,5065,19,9887,896082,128012,42671,10668,6401,25602,89608,17026,2016 CPC campaign
10/3/2016,43056,13455,6279,26910,5,13,5078,25,9912,897004,89700,89700,22425,13455,53820,161461,29063,2016 CPC campaign
10/4/2016,53876,16836,7857,33672,3,10,5088,21,9933,897927,112241,112241,28060,16836,67345,246930,41978,2016 CPC campaign
10/5/2016,86290,26965,12584,53931,3,12,5100,17,9950,898849,179770,179770,44942,26965,107862,359540,68313,2016 CPC campaign
10/6/2016,17995,5624,2624,11247,4,11,5111,16,9966,899772,112471,37490,9373,5624,22494,67483,12822,2016 CPC campaign
10/7/2016,24019,7506,3503,15012,5,10,5121,15,9981,900694,150116,50039,12510,7506,30023,105081,18915,2016 CPC campaign
10/8/2016,28852,9016,4208,18032,3,10,5131,19,10000,901617,180323,60108,15027,9016,36065,120216,20437,2016 CPC campaign
10/9/2016,72203,22563,10530,45127,2,12,5143,25,10025,902539,150423,150423,37606,22563,90254,255719,46030,2016 CPC campaign
10/10/2016,54208,16940,7905,33880,6,13,5156,23,10048,903462,112933,112933,28233,16940,67760,203279,38623,2016 CPC campaign
10/11/2016,21705,6783,3165,13566,3,13,5169,12,10060,904384,90438,45219,11305,6783,27132,81395,15465,2016 CPC campaign
10/12/2016,16094,5029,2347,10059,3,10,5179,15,10075,905307,100590,33530,8382,5029,20118,67060,11400,2016 CPC campaign
10/13/2016,24166,7552,3524,15104,2,13,5192,19,10094,906229,100692,50346,12587,7552,30208,100692,17118,2016 CPC campaign
10/14/2016,31102,9719,4536,19439,3,15,5207,25,10119,907152,129593,64797,16199,9719,38878,129593,22031,2016 CPC campaign
10/15/2016,48431,15135,7063,30269,3,12,5219,20,10139,908075,100897,100897,25224,15135,60538,191705,32590,2016 CPC campaign
10/16/2016,62331,19479,9090,38957,4,14,5233,15,10154,908997,129857,129857,32464,19479,77914,246728,41944,2016 CPC campaign
10/17/2016,20798,6499,3033,12999,3,13,5246,19,10173,909920,129989,43330,10832,6499,25998,86659,15599,2016 CPC campaign
10/18/2016,72867,22771,10626,45542,2,12,5258,13,10186,910842,151807,151807,37952,22771,91084,258072,43872,2016 CPC campaign
10/19/2016,43765,13676,6382,27353,5,15,5273,15,10201,911765,91176,91176,22794,13676,54706,155000,26350,2016 CPC campaign
10/20/2016,14603,4563,2130,9127,3,14,5287,15,10216,912687,91269,30423,7606,4563,18254,51719,8792,2016 CPC campaign
10/21/2016,14618,4568,2132,9136,3,10,5297,22,10238,913610,91361,30454,7613,4568,18272,66998,12060,2016 CPC campaign
10/22/2016,27436,8574,4001,17147,2,13,5310,19,10257,914532,114317,57158,14290,8574,34295,114317,20577,2016 CPC campaign
10/23/2016,24412,7629,3560,15258,5,11,5321,17,10274,915455,152576,50859,12715,7629,30515,96631,17394,2016 CPC campaign
10/24/2016,20946,6546,3055,13091,4,11,5332,12,10286,916377,130911,43637,10909,6546,26182,82910,14924,2016 CPC campaign
10/25/2016,27519,8600,4013,17199,3,14,5346,12,10298,917300,114662,57331,14333,8600,34399,126129,23964,2016 CPC campaign
10/26/2016,24486,7652,3571,15304,2,15,5361,23,10321,918222,102025,51012,12753,7652,30607,86721,15610,2016 CPC campaign
10/27/2016,31514,9848,4596,19696,6,14,5375,12,10333,919145,131306,65653,16413,9848,39392,144437,25999,2016 CPC campaign
10/28/2016,22082,6901,3220,13801,3,12,5387,12,10345,920067,92007,46003,11501,6901,27602,101207,19229,2016 CPC campaign
10/29/2016,36840,11512,5372,23025,2,14,5401,21,10366,920990,153498,76749,19187,11512,46049,153498,29165,2016 CPC campaign
10/30/2016,88504,27657,12907,55315,4,11,5412,12,10378,921912,184382,184382,46096,27657,110629,405641,73015,2016 CPC campaign
10/31/2016,88592,27685,12920,55370,4,15,5427,22,10400,922835,184567,184567,46142,27685,110740,369134,66444,2016 CPC campaign
11/1/2016,31672,9897,4619,19795,4,11,5438,23,10423,923758,131965,65983,16496,9897,39590,145162,24678,2016 CPC campaign
11/2/2016,16439,5137,2397,10274,6,13,5451,13,10436,924680,102742,34247,8562,5137,20548,61645,11713,2016 CPC campaign
11/3/2016,21157,6611,3085,13223,6,11,5462,22,10458,925603,132229,44076,11019,6611,26446,83745,14237,2016 CPC campaign
11/4/2016,49415,15442,7206,30884,5,12,5474,19,10477,926525,102947,102947,25737,15442,61768,175010,31502,2016 CPC campaign
11/5/2016,31798,9937,4637,19874,3,15,5489,16,10493,927448,132493,66246,16562,9937,39748,119243,22656,2016 CPC campaign
11/6/2016,44562,13926,6499,27851,6,10,5499,12,10505,928370,92837,92837,23209,13926,55702,194958,35092,2016 CPC campaign
11/7/2016,18586,5808,2710,11616,2,15,5514,13,10518,929293,116162,38721,9680,5808,23232,69697,11848,2016 CPC campaign
11/8/2016,37209,11628,5426,23255,6,12,5526,15,10533,930215,155036,77518,19379,11628,46511,139532,25116,2016 CPC campaign
11/9/2016,21283,6651,3104,13302,2,10,5536,17,10550,931138,133020,44340,11085,6651,26604,88680,16849,2016 CPC campaign
11/10/2016,74565,23302,10874,46603,5,14,5550,17,10567,932060,155343,155343,38836,23302,93206,326221,55458,2016 CPC campaign
11/11/2016,31988,9996,4665,19992,5,10,5560,12,10579,932983,133283,66642,16660,9996,39985,113291,19259,2016 CPC campaign
11/12/2016,64039,20012,9339,40025,5,14,5574,17,10596,933905,133415,133415,33354,20012,80049,280172,47629,2016 CPC campaign
11/13/2016,44872,14022,6544,28045,6,12,5586,20,10616,934828,186966,93483,23371,14022,56090,177617,33747,2016 CPC campaign
11/14/2016,49907,15596,7278,31192,6,14,5600,20,10636,935750,103972,103972,25993,15596,62383,228739,38886,2016 CPC campaign
11/15/2016,49956,15611,7285,31222,3,12,5612,19,10655,936673,104075,104075,26019,15611,62445,228965,41214,2016 CPC campaign
11/16/2016,30003,9376,4375,18752,4,15,5627,14,10669,937596,187519,62506,15627,9376,37504,131263,22315,2016 CPC campaign
11/17/2016,22524,7039,3285,14078,5,11,5638,13,10682,938518,93852,46926,11731,7039,28156,89159,16940,2016 CPC campaign
